sku,cost,name,fnsku,last-seen,Cost,Compare
amzn.gr.USB3-HUB7C-SReB7mrHxeh80baQaL-GD,0,Plugable 7-Port USB 3.0 Hub with 36W Power Adapter,X003OZ0KXB,2023-02-02T19:00:00-05:00,0,
amzn.gr.USB2-MICRO-250X-650OnUGunZsmb-PO,21.13,"Plugable USB Digital Microscope with Flexible Arm Observation Stand Compatible with Windows, Mac, Linux (2MP, 250x Magnification)",X0034Q1C2N,2023-08-31T20:00:00-04:00,21.13,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950H-6oJG-Q9KJKD45qxAITmw-LN,80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X003KIH5YJ,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950H-rJSg7Ci8BTDX9so_BS5q-LN,80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X003KKFM2T,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900--8U0RL8gTaoyZVBpn23-LN,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports)",X003IETUQ1,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-UDZ-IxeRFBzpdWGF5GjgSi_7-LN,0,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD",X0035GHNZR,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-UDC3-m3BYMXbT-_QJiu72Y4W-VG,0,"Plugable Thunderbolt 3 and USB C Docking Station with 96W Charging - Compatible with Mac and Windows Laptops, DisplayPort and HDMI, 2X USB-C, 3X USB 3.0, Gigabit Ethernet, Audio Jack - Horizontal",X0038OHT0P,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-11IN1E-ng7uMIY87vKe5VUSC-LN,0,"Plugable 11-in-1 USB-C Hub, 100W USB-C Pass-Through, Laptop Docking Station Dual Monitor, 4K 60Hz HDMI, Compatible with Thunderbolt, Windows, Chromebooks, Displays Mirrored on Mac",X003OTBXV5,2023-07-20T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-768H4-dKtVfSefl3lfV-Vg0G-GD,0,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003TLJ4H3,2023-05-11T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-sqbNg7QG1vMWNIPVXYx-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X0033ZUR7V,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-UDZ-Cb8HAg2ZOI73u7kSaluf-LN,137.23,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD, Driverless",X003KM1L7R,2023-08-31T20:00:00-04:00,137.23,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-E2500-d9DYKhG6zUOc_328Fa-LN,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB-C Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Ethernet, Compatible with Mac and Windows",X003UB72V7,2023-06-01T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USB3-TRAN-9Dh3c6YX6D5TxQr2lCW-LN,0,"Plugable USB 3.0 Transfer Cable, Unlimited Use, Transfer Data Between 2 Windows PC's, Compatible with Windows 11, 10, 8.1, 8, 7, Vista, XP, Bravura Easy Computer Sync Software Included",X003OS31GL,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900PDH-RS2Jogbdqralhic4vz-AC,0,"Plugable 14-in-1 USB-C Triple Monitor Docking Station with 100W Charging - DisplayLink Dock with 3X HDMI, Compatible with Windows, Mac, Chromebooks (Ethernet, Audio, 5X USB, microSD & SD Card)",X003SYEYHL,2023-04-30T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-ODixNrHzJBN4zTlaGXP-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Charging, USB C Dock for Thunderbolt 3 / 4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X0034AQ1IT,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900-dtsoxfx-4skfGDjh3kUPw-GD,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac (Dual Video: HDMI and DVI/VGA/HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003L6L44H,2023-01-05T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900H-qymyL2OHsA2eoFDWWU-LN,0,"Plugable USB 3.0Â Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X003GM5ABJ,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950H-rJSg7Ci8BTDX9so_BS-VG,0,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",X003K45ROX,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950UE-E0LEKoYWzU78pCzA7-VG,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X00377QE27,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UGA-165-iMhP_tnTsGJAirpgUxbZb-LN,0,"Plugable USB 2.0 to DVI/VGA/HDMI Video Graphics Adapter for Multiple Monitors up to 1920x1080 Supports Windows 11, 10, 8.1, 7, XP, and Mac 10.14+",X003P2V1RR,2023-08-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-NVME1TB--QlnBQ-O9vdLtXi_-GD,0,Plugable 1TB Thunderbolt 3 External SSD NVMe Drive (Up to 2400MBs/1800MBs R/W),X003S8YAWV,2023-06-01T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-j2JldueOr2Z82aJkK4_-AC,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003X1VZ49,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-768PDZ-vmErmgKehe3LBJvD3cJ-PO,94.03,"Plugable 13-in-1 USB-C Triple Monitor Docking Station with 100W Laptop Charging and 20W USB-C Charging - 3X HDMI Dock, Compatible with Windows, Mac with USB-C/Thunderbolt (Ethernet, 6X USB, SD Card)",X003TAJ0N7,2023-08-31T20:00:00-04:00,94.03,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-E2500-c8Af2Fait_Yg9Mx9DT-VG,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB C/Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Compatible with Mac and Windows",X003KQKOSF,2022-12-15T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-UDZ-HxiwyWhK7vaNpSqFTwaX-LN,137.23,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD, Driverless",X003KSIU8J,2023-08-31T20:00:00-04:00,137.23,"{""sharedFormula"":""G2""}"
amzn.gr.UGA-4KDP-6YNR8FFPF2hSjVh6UaTv-VG,39.21,"Plugable USB 3.0 to DisplayPort 4K UHD Video Graphics Adapter for Multiple Monitors up to 3840x2160 Supports Windows 11,10, 8.1, 7, and macOS",X003HJ2LTP,2023-08-31T20:00:00-04:00,39.21,"{""sharedFormula"":""G2""}"
"amzn.gr.""USBC-6950U""-0D6s3sJWc_1U4gXA-GD",0,,,2022-11-03T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-q7a2XuSHsmx_dpxEh58-LN,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Charging, USB C Dock for Thunderbolt 3 / 4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X0033UKHA3,2022-10-20T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
TBT3-UDC3,130.64,"Plugable Thunderbolt 3 and USB C Docking Station with 96W Charging - Compatible with Mac and Windows Laptops, DisplayPort and HDMI, 2X USB-C, 3X USB 3.0, Gigabit Ethernet, Audio Jack - Horizontal",B08KHP5MV8,2023-09-28T20:00:00-04:00,130.64,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950U-_9uCtGKyAyx2tXNs-VG,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003F9M845,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-EAnsCxYi5IAx3rJ87FN-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003LX4J8D,2023-06-15T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
TBT3-UDC1,0,"Plugable Thunderbolt 3 and USB C Dock with 60W Charging, Compatible with MacBook/MacBook Pro and Windows Laptops, Dual DisplayPort, 2X USB-C, 3X USB 3.0, Gigabit Ethernet, Audio Jack - Horizontal",B0845X1LV7,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950UE-URpZHizrJ9YfoGE65-VG,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003SKDA75,2023-04-30T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950U-K9HUzctPhhjfXWjTyD-VG,54.82,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003L225X5,2023-08-31T20:00:00-04:00,54.82,"{""sharedFormula"":""G2""}"
amzn.gr.USB3-HUB7C-WYKM8bfQEyf_i0kZLB-LN,18.96,Plugable 7-Port USB 3.0 Hub with 36W Power Adapter - Driverless - Effortlessly Connect Devices and Transfer Data at High Speeds,X003VD85LF,2023-09-07T20:00:00-04:00,18.96,"{""sharedFormula"":""G2""}"
amzn1.wdsku.v4.FADBb6qA1153L40SWHLR9N4wq,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003PK5ZG7,2023-03-16T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
"amzn.gr.""TRRS-HS53""-fnts97wibCmE45fB9-VG",0,,,2022-12-29T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
"amzn.gr.""UD-3900H""-DiRJYKLy9VbPyqhkeu-GD",0,,,2022-11-24T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
USB3-HUB10C2,30.7,"Plugable USB Hub, 10 Port - USB 3.0 5Gbps with 48W Power Adapter and Two Flip-Up Ports",B00JEPIOOQ,2023-08-31T20:00:00-04:00,30.7,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-MD103-EITRtNAbOw8OPnHaBr-LN,13.1,"Plugable USB C to HDMI Multiport Adapter, Driverless 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003L3RGZB,2023-08-31T20:00:00-04:00,13.1,"{""sharedFormula"":""G2""}"
"amzn.gr.""USB-BT4LE""-cnNUU52alhQwCsn2W-LN",0,,,2023-01-12T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950H-_u0orW9f7L_6LVoqisll-GD,0,"Plugable USB 3.0 Dual 4K Display Horizontal Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003TFSH8L,2023-05-11T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900-Ly1xVSnHRWC1vi40vKkNV-LN,56.83,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) Black",X003PWS481,2023-08-31T20:00:00-04:00,56.83,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900C4-6js8w0FM70TV65JgLus-VG,0,"Plugable 14-in-1 USB C Docking Station with 4X HDMI, Quad Dock with 100W Charging, 4X HDMI Displays, Compatible with Windows, Thunderbolt 3/4, USB-C (4X USB, 1x USB-C, Ethernet, SD Card, Audio)",X003KMXCQ5,2023-02-28T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
"amzn.gr.""USB2-OTGE100""-Sp6OcUXehrIl0g-LN",0,,,2022-12-01T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-CUBE-15W-p4GP5qnfNVXd-7ll5-LN,47.2,"Plugable Phone Cube Compatible with Samsung Galaxy Note 9, S9, S9 Plus, S8, S8 Plus, S10, Tab S5e - Driverless, Transforms Your USB C Phone to a Desktop with HDMI, USB and Ethernet",X003VFFL1Z,2023-09-28T20:00:00-04:00,47.2,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950Z-VHl91Lie2bxQqFZSRVsQ-LN,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X0033CC7VD,2022-11-17T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950UE-9ycGiHRHnQ43PmKcK-AC,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003D7ABMF,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-6950U-avJwfoQ6elxh1u_J22-VG,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003VM5CYJ,2023-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
USB2-5M,6.56,Plugable 5 Meter (16 Foot) USB 2.0 Active Extension Cable Type A Male to A Female - Driverless,B006LFL4X0,2023-09-28T20:00:00-04:00,6.56,"{""sharedFormula"":""G2""}"
TBT3-20G1M,0,"Plugable Thunderbolt 3 Cable 20Gbps Supports 60W Charging, 3.3 feet (1 Meter), 3A, USB C Compatible (Thunderbolt 3 Certified)",B01KGSQBQC,2023-04-30T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
USBC-4IN1,14.37,"Plugable USB C Hub Multiport Adapter, 4 in 1, 100W Pass Through Charging, USB C to HDMI 4K 60Hz, Multi USB Port Hub for Windows, Mac, Ipad Pro, Chromebook, Thunderbolt (USBC-4IN1)",B0CB95R3VM,2023-09-28T20:00:00-04:00,14.37,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-HUB7BC-iYivy2g5QzMF6kDZ2-LN,20.59,"Plugable 7-in-1 USB Powered Hub for Laptops with USB-C or USB 3.0 - USB Power Station for Multiple Devices and USB Data Transfer with a 60W Power Adapter, Driverless",X003Z1SN6Z,2023-08-31T20:00:00-04:00,20.59,"{""sharedFormula"":""G2""}"
amzn.gr.USB4-HUB3A-Y2fFzqBjg_xFcbSu-LN,0,"Plugable 5-in-1 Thunderbolt 4 Hub with 60W Charging, Single 8K or Dual 4K Display, Compatible with Thunderbolt 4/3 / USB4 Macs and Thunderbolt 4 / USB4 Windows (1x USB-C to HDMI Adapter)",X003HJG4I9,2023-01-31T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.TBT3-UDC3-_d33hcetSgGZcq843sN-LN,130.64,"Plugable Thunderbolt 3 and USB C Docking Station with 96W Charging - Compatible with Mac and Windows Laptops, DisplayPort and HDMI, 2X USB-C, 3X USB 3.0, Gigabit Ethernet, Audio Jack - Horizontal",X003ZABFQ1,2023-08-31T20:00:00-04:00,130.64,"{""sharedFormula"":""G2""}"
amzn.gr.DP-HDMI-YL8p7gllx0zES9A5Jy3G7-LN,5.61,"Plugable Active DisplayPort to HDMI Adapter, Driverless Connect Any DisplayPort-Enabled PC or Tablet to an HDMI Monitor, TV or Projector for Ultra-HD Streaming (HDMI 2.0 up to 4K 3840x2160 @60Hz)",X003YP5CIT,2023-09-21T20:00:00-04:00,5.61,"{""sharedFormula"":""G2""}"
amzn.gr.USB4-HUB3A-R0pLTilnHBYWEmhrkO-VG,0,"Plugable 5-in-1 Thunderbolt 4 Hub with 60W Charging, Single 8K or Dual 4K Display, Compatible with Thunderbolt 4/3 / USB4 Macs and Thunderbolt 4 / USB4 Windows (1x USB-C to HDMI Adapter)",X0035IU7A3,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USB2-OTGE100-dYvBl_SXVqn-iWrb-LN,0,"Plugable USB 2.0 OTG Micro-B to 100Mbps Fast Ethernet Adapter Compatible with Windows Tablets, Raspberry Pi Zero, and Some Android Devices (ASIX AX88772A chipset).",X0033KYQPP,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-tIWqb2srP_FIes5Pu-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003K336R9,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-ULTC4K-UF9pzRNIriSbpHz3ukW-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X0033VF7X9,2022-11-28T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.USBC-4IN1-6XFRnlr9V-EgvflXqL4-PO,14.37,"Plugable USB C Hub Multiport Adapter, 4 in 1, 100W Pass Through Charging, USB C to HDMI 4K 60Hz, Multi USB Port Hub for Windows, Mac, Ipad Pro, Chromebook, Thunderbolt (USBC-4IN1)",X003XTR7GL,2023-08-31T20:00:00-04:00,14.37,"{""sharedFormula"":""G2""}"
amzn.gr.UD-6950Z-qfXxk06QbQ8uhlChMr-LN,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X003JWYMX3,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G2""}"
"amzn.gr.""UD-6950Z""-5y1YKkZNSX-CmL9_Am-VG",0,,,2022-12-29T19:00:00-05:00,0,"{""sharedFormula"":""G2""}"
amzn.gr.UD-3900C-zlr0x1sSJO_V1tX9-VpU-LN,64.4,"Plugable Laptop Docking Station Dual Monitor for USB-C or USB 3.0, Compatible with Windows and Mac, (Dual HDMI, 6X USB Ports, Gigabit Ethernet, Audio)",X003QBM84R,2023-08-31T20:00:00-04:00,64.4,"{""sharedFormula"":""G2""}"
amzn.gr.USB4-HUB3A-AIWRS2uB6KWanATNNP-LN,84.21,"Plugable 5-in-1 Thunderbolt 4 Hub with 60W Charging, Single 8K or Dual 4K Display, Compatible with Thunderbolt / USB4 Macs and Thunderbolt 4 / USB4 Windows (1x USB-C to HDMI Adapter), Driverless",X003YB5A8P,2023-08-31T20:00:00-04:00,84.21,
amzn.gr.UD-6950H-blpRNZxvFCj1Zeofd6rl-LN,80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X003UL920L,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G66""}"
"amzn.gr.""UD-6950H""-l2pykNwi3xh4duAe08-VG",0,,,2022-11-17T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.UD-6950H-aFB_7QozZEkKNU9JWp-LN,0,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",X003GYF72J,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.UD-6950Z-8AQPqBxUUUemLeYK4iHc-AC,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X003QV0CI1,2023-03-09T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
TBT3-20G2M,17.5,"Plugable Thunderbolt 3 Cable 20Gbps Supports 100W (20V, 5A) Charging, 6.6ft / 2m USB C Compatible [Thunderbolt 3 Certified] - Driverless",B01KGTGXQO,2023-09-28T20:00:00-04:00,17.5,"{""sharedFormula"":""G66""}"
amzn.gr.BT-KEY3XL-4KEJI5kcUWnBMTpdGDm-VG,0,"Plugable Foldable Bluetooth Keyboard Compatible with iPad, iPhones, Android, and Windows, Full-Size Multi-Device Keyboard, Wireless and Portable with Included Stand for iPad/iPhone (11.5 inches)",X0038IL6SH,2022-10-06T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.USB3-5M-D-g86sOBqc70pLqCgo_rg-LN,0,Plugable 5 Meter (16 Foot) USB 3.0 Active Extension Cable with AC Power Adapter and Back-Voltage Protection,X003QMNFDJ,2023-02-28T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.USB-AUDIO-UNjxTekQGy7WErZzsAX-LN,0,"Plugable USB Audio Adapter with 3.5mm Speaker-Headphone and Microphone Jack, Add an External Stereo Sound Card to Any PC, Compatible with Windows, Mac, and Linux - Driverless",X003VZPUEN,2023-07-13T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.USBC-768H4-LSoEwCuzl9FTcaLcwu-LN,0,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003PXA1QN,2023-02-28T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.UD-6950Z-oOcBUzFXuhrFsD9GGR-LN,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X003H4XZTF,2023-01-31T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.UD-6950H-nBkL1y1PK8h6Y4-HrJSW-LN,80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X00329WPY1,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G66""}"
amzn.gr.USBC-768H4-tmsKX-IAluOMMmJLeW-VG,0,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003V905SZ,2023-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.BT-KEY3XL-slL2T43w-MPAGxfvxmR-LN,0,"Plugable Foldable Bluetooth Keyboard Compatible with iPad, iPhones, Android, and Windows, Full-Size Multi-Device Keyboard, Wireless and Portable with Included Stand for iPad/iPhone (11.5 inches)",X003TCEKD5,2023-05-25T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.UD-CUBE-15W-QoUq6d4QIR91TYHNR-VG,0,"Plugable Phone Cube Compatible with Samsung DeX Dock, DeX Station, DeX Pad, Galaxy Note 9, S9, S9 Plus, S8, S8 Plus, S10, Tab S5e - Transforms Your USB C Phone to a Desktop with HDMI, USB and Ethernet",X003OVFWGF,2023-03-09T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.USBC-6950U-J_ztxR6A1-irJbYj-LN,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003DKL1ZX,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.USBC-6950U-ifuWX0gMjNAhwf7VSR-LN,54.82,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003V97G2N,2023-08-31T20:00:00-04:00,54.82,"{""sharedFormula"":""G66""}"
amzn.gr.USBC-VGA-CABLE-HuakbfX-WXe2vg-VG,0,"Plugable USB C to VGA Cable - Connect Your USB-C or Thunderbolt 3 Laptop to VGA Displays up to 1920x1080@60Hz (Compatible with 20189 MacBook Pros, Dell XPS 13 and 15, Surface Book 2), 6 Feet, 1.8m",X0035FZS6J,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.PL2303-DB9-K4AlIac1F2_MNWgY-LN,0,"Plugable USB to Serial Adapter Compatible with Windows, Mac, Linux (RS-232 / DB9 DTE Male Connector, Prolific PL2303HX Rev. D Chipset)",X003GJPIZ5,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G66""}"
amzn.gr.TBT4-40G2M-q2b2-SeEGRuIOgGE_W-VG,0,"Plugable Thunderbolt 4 Cable [Thunderbolt Certified] 6.6ft USB4 Cable with 100W Charging, Single 8K or Dual 4K Displays, 40Gbps Data Transfer, Compatible with Thunderbolt 4, USB4, Thunderbolt 3, USB-C",X003L6TZQB,2023-01-12T19:00:00-05:00,0,"{""sharedFormula"":""G66""}"
