sku,cost,name,fnsku,last-seen,Cost,Compare
amzn.gr.UD-3900H-ImJJnVL74-_jvG0cmD-LN,0,"Plugable USB 3.0Â Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X003IPAST3,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-ULTC4K-qDMDxFAcy51xMwudL2J-AC,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003X2HPOR,2023-08-03T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-MD103--jy8Mh-84TVpyi5pQz-AC,0,"Plugable USB C to HDMI Multiport Adapter, Driverless 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003TBCVMX,2023-05-18T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-6950UE-cafM4iDmhXd2uwCQB-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003CSAO27,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USB2-OTGE100-Wiqcg1uEA-LPc0O4-LN,0,"Plugable USB 2.0 OTG Micro-B to 100Mbps Fast Ethernet Adapter Compatible with Windows Tablets, Raspberry Pi Zero, and Some Android Devices (ASIX AX88772A chipset).",X0033OIWPV,2023-07-20T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-6950Z-4_g0Fj63HoSH1YH4yfli-AC,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical Black",X003OTZKU5,2023-08-03T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UGA-4KDP-6YNR8FFPF2hSjVh6UaTv-LN,0,,,2022-10-27T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-NVME-RlHSyenlpXDESQGVsjj-LN,20.46,"Plugable USB C to M.2 NVMe Tool-Free Driverless Enclosure, USB C and Thunderbolt 3, Up to USB 3.1 Gen 2 Speeds (10Gbps). Includes USB-C and USB 3.0 Cables (Supports M.2 NVMe SSDs 2280 2260 2242)",X003W0QZHX,2023-08-31T20:00:00-04:00,20.46,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-6950UE-yG_XzCyybJSUx4uTW-LN,55.73,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003KXZFJL,2023-08-31T20:00:00-04:00,55.73,"{""sharedFormula"":""G194""}"
"amzn.gr.""TBT3-UDZ""-Cb8HAg2ZOI73u7kSal-LN",137.23,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD, Driverless",X003ICV7KZ,2023-08-31T20:00:00-04:00,137.23,"{""sharedFormula"":""G194""}"
amzn.gr.USB2-OTGE100-Wiqcg1uEA-LPc0O4-VG,0,"Plugable USB 2.0 OTG Micro-B to 100Mbps Fast Ethernet Adapter Compatible with Windows Tablets, Raspberry Pi Zero, and Some Android Devices (ASIX AX88772A chipset).",X00353GZLX,2022-12-01T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-CUBE-15W-AjmelYPQTCtyFQ3pI-LN,47.2,"Plugable Phone Cube Compatible with Samsung Galaxy Note 9, S9, S9 Plus, S8, S8 Plus, S10, Tab S5e - Driverless, Transforms Your USB C Phone to a Desktop with HDMI, USB and Ethernet",X0038M0IJV,2023-08-31T20:00:00-04:00,47.2,"{""sharedFormula"":""G194""}"
amzn.gr.UD-3900PDZ-ZL1-LFIWVuQbEr00cI-VG,0,"Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003P2AGTV,2023-02-02T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
USBC-NVME,20.46,"Plugable USB C to M.2 NVMe Tool-Free Driverless Enclosure, USB C and Thunderbolt 3, Up to USB 3.1 Gen 2 Speeds (10Gbps). Includes USB-C and USB 3.0 Cables (Supports M.2 NVMe SSDs 2280 2260 2242)",B07N48N5GR,2023-09-28T20:00:00-04:00,20.46,"{""sharedFormula"":""G194""}"
amzn.gr.UD-CUBE-8k5WCQ-xG05wNigIIh6Xl-VG,39.71,"Plugable USB C Docking Station (HDMI, Ethernet, 3X USB Ports, No Driver Required)",X0037T8MUH,2023-08-31T20:00:00-04:00,39.71,"{""sharedFormula"":""G194""}"
"amzn.gr.""UD-6950H""-6oJG-Q9KJKD45qxAIT-LN",80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X003GSP77P,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G194""}"
amzn.gr.&quot;UD-6950Z&quot;-f9SIFd8r97GnJqG426-GD,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X003DJT45X,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.TBT3-UDZ-U6H-B_cmu4XRyuIjMf1I-PO,0,"Plugable 14-in-1 USB-C and Thunderbolt 3 Dock - Compatible with Mac and Windows, 96W Laptop Charging, 2x HDMI 2.0 and DisplayPort, 7x USB ports, Ethernet, Audio, SD/MicroSD",X003B7WAVH,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-6950U-Ky6rfauDeNbIIrG2-VG,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003HFGB9Z,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-ULTC4K-EAnsCxYi5IAx3rJ87-LN,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003H3ZXD7,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-HUB7BC--yZ0SbjNgbgdiU6bj-GD,0,"Plugable 7-in-1 USB Powered Hub for Laptops with USB-C or USB 3.0 - USB Power Station for Multiple Devices and USB Data Transfer with a 60W Power Adapter, Driverless",X003TKLEPJ,2023-05-18T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-HDMI-CABLE-DVcjMmNJBNb1h-VG,0,,,2022-10-06T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.DP-HDMI-NhpxNEvclmJKfgm3lrud9-LN,0,"Plugable Active DisplayPort to HDMI Adapter - Connect Any DisplayPort-Enabled PC or Tablet to an HDMI Enabled Monitor, TV or Projector for Ultra-HD Video Streaming (HDMI 2.0 up to 4K 3840x2160 @60Hz)",X0033QJUKP,2022-10-20T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.&quot;USBC-6950UE&quot;-FSkHk0nZn22O38P-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003DIJVMP,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
TRRS-HS53,25.28,"Plugable Performance Onyx Gaming Headset with Retractable Microphone, Noise Isolation, Memory Foam Ear Cushions, Compatible with Windows, Linux, macOS, Xbox, Playstation 4, and Switch",B07P71F7XR,2023-07-31T20:00:00-04:00,25.28,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-E2500-8fkXI_jZsGtaLivf7Z-LN,11.74,2.5G USB-C And USB To Ethernet Adapter,X003UIZUIH,2023-08-31T20:00:00-04:00,11.74,"{""sharedFormula"":""G194""}"
amzn.gr.TBT4-UDZ-dztXhToRfFgtdZUjgOXO-LN,146.05,"Plugable 16-in-1 Thunderbolt 4 Dock with 100W Charging, 4K Quad Monitor Setup for Thunderbolt 4 Windows Laptops, Thunderbolt Certified Dock with 2x HDMI, 2x DisplayPort, 2.5G Ethernet, 7x USB, SD",X003WDIJ51,2023-08-31T20:00:00-04:00,146.05,"{""sharedFormula"":""G194""}"
amzn.gr.UD-768PDZ-kE1o-mUm1iUcKStwPt--LN,0,"Plugable 13-in-1 USB-C Triple Monitor Docking Station with 100W Laptop Charging and 20W USB-C Charging - 3X HDMI Dock, Compatible with Windows, Mac with USB-C/Thunderbolt (Ethernet, 6X USB, SD Card)",X003W6V081,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-3900Z-WyVL5O-lW6ccdc2eRiqg-VG,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X0032YK1OH,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
"amzn.gr.""USB4-HUB3A""-eLAFHiSq4tCTBzZM-AC",0,,,2022-11-17T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USB3-5M-D-g86sOBqc70pLqCgo_-LN,0,Plugable 5 Meter (16 Foot) USB 3.0 Active Extension Cable with AC Power Adapter and Back-Voltage Protection,X003H47ZQJ,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-ULTC4K-uGQ2VPelzytuVYWuH-GD,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003H140CT,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn1.wdsku.v4.dmkd8yu2RisLh6ZB3d81HKCoU,0,"Plugable USB C to HDMI Adapter, Universal Video Graphics Adapter for USB 3.0 and USB-C Macs and Windows, Extend an HDMI Monitor up to 1080p@60Hz",X003PKU6MZ,2023-02-09T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USB3-HUB3ME-bXtSgEeiOMUZIs__v-LN,0,"Plugable USB Hub with Ethernet, 3 Port USB 3.0 Bus Powered Hub with Gigabit Ethernet Compatible with Windows, MacBook, Linux, Chrome OS, Includes USB C and USB 3.0 Cables",X0037Z7FQN,2023-03-09T19:00:00-05:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.USBC-768H4-U-QlAc-vsLCgJt441q-AC,0,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003RLNT4J,2023-03-23T20:00:00-04:00,0,"{""sharedFormula"":""G194""}"
amzn.gr.UD-3900H-k10LcGDBjAagDoi3iLzB-PO,51.49,"Plugable USB 3.0 Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X0033266A1,2023-08-31T20:00:00-04:00,51.49,"{""sharedFormula"":""G194""}"
amzn.gr.UD-3900-YsVaRXiKFwaH0DhenJEkQ-VG,56.83,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) Black",X003EYZWAN,2023-08-31T20:00:00-04:00,56.83,"{""sharedFormula"":""G194""}"
USBC-DVI,11.02,Plugable USB C to DVI Adapter - Connect Your USB-C Laptop to a DVI Display up to 1920x1200 - Compatible with 2017 and Later Mac and Windows PCs - Driverless,B01FIR1O4A,2023-09-14T20:00:00-04:00,11.02,"{""sharedFormula"":""G194""}"
amzn.gr.UD-ULTC4K-uRZAxHUvbEmYGqlgY5q-LN,117.49,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003LDJNSJ,2023-08-31T20:00:00-04:00,117.49,"{""sharedFormula"":""G194""}"
amzn.gr.TBT-TRAN-QAE_3Up5JpRH7VtE1H9Q-LN,17.63,"Plugable Windows Transfer Cable 6.6ft (2m), Thunderbolt 10Gbps, Bundled with Bravura Software for Windows PC to PC Migration - Unlimited Uses. Works Between Thunderbolt 3/4, USB4 PCs",X003UTSQPZ,2023-08-31T20:00:00-04:00,17.63,"{""sharedFormula"":""G194""}"
BT-KEY3XL,26.83,"Plugable Foldable Bluetooth Keyboard Compatible with iPad, iPhones, Android, and Windows, Full-Size Multi-Device Keyboard, Wireless and Portable with Included Stand for iPad/iPhone (11.5 inches)",B019PIXO78,2023-09-28T20:00:00-04:00,26.83,"{""sharedFormula"":""G194""}"
amzn.gr.UGA-HDMI-2S-YK5yJ3rRggSvGBq42-PO,30.99,"Plugable USB 3.0 or USB C to HDMI Adapter for Dual Monitors, Universal Video Graphics Adapter for Mac and Windows, Thunderbolt, USB 3.0 or USB-C, 1080p@60Hz",X003KRYNIL,2023-08-31T20:00:00-04:00,30.99,
"amzn.gr.""UD-3900""-Pe_2pMeqKR5GctoAtfH-VG",56.83,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) Black",X003KHUV4V,2023-08-31T20:00:00-04:00,56.83,"{""sharedFormula"":""G258""}"
amzn.gr.BT-KEY3-EsL8KC_bix8mp7H-VDw5K-LN,22.2,"Plugable Foldable Bluetooth Keyboard for iPad, iPhone, Android, & Windows, Wireless Driverless Portable Keyboard with Included Stand for 10-Inch Devices",X003VDU5ZJ,2023-08-31T20:00:00-04:00,22.2,"{""sharedFormula"":""G258""}"
amzn.gr.UD-6950Z-aJUL0CAjmgMyH_OrK9-LN,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical",X003JVA6I9,2023-02-28T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900-rj9VZs4QQ4ujcFpLT4KIA-LN,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac (Dual Video: HDMI and DVI/VGA/HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X0032WX6VT,2023-01-26T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.TBT3-UDC3-E4qrcLvGWzTjllKabU8-VG,0,"Plugable Thunderbolt 3 and USB C Docking Station with 96W Charging - Compatible with Mac and Windows Laptops, DisplayPort and HDMI, 2X USB-C, 3X USB 3.0, Gigabit Ethernet, Audio Jack - Horizontal",X003AVXHAR,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USB2-MICRO-250X-V5rXgWYjf6sT4-LN,21.13,"Plugable USB Digital Microscope with Flexible Arm Observation Stand Compatible with Windows, Mac, Linux (2MP, 250x Magnification)",X003YMM7FX,2023-08-31T20:00:00-04:00,21.13,"{""sharedFormula"":""G258""}"
amzn1.wdsku.v4.WoRfYZuZkq8_nLu2_8mqKLGcO,0,"Plugable USB 3.0 or USB C to HDMI Adapter for Dual Monitors, Universal Video Graphics Adapter for Mac and Windows, Thunderbolt 3/4, USB 3.0 or USB-C, 1080p@60Hz",X003PIBU7R,2023-02-16T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-7IN1-2tHAjdSBK6tZcudIE8Q-VG,0,"Plugable USB-C Hub 7-in-1, Compatible with Mac, Windows, Chromebook, USB4, Thunderbolt 4, and More (4K HDMI, 3 USB 3.0, SD & microSD Card Reader, 87W Charging)",X003L7Z68V,2023-01-12T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-E2500-sVqvHwp80exupKw_-o-LN,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB C/Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Compatible with Mac and Windows",X003QJRR1D,2023-04-27T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-6950PDH-v_iyiKeh8z5nuzIz0M-LN,0,"Plugable 13-in-1 USB C Docking Station Dual Monitor, 100W Charging, Dual 4K Displays 2x HDMI or 2x DisplayPort, Compatible with Mac, Windows, Thunderbolt 3 / 4, USB-C (5x USB, Ethernet, SD Card Reader",X003KPG0IT,2023-01-19T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-6950PDH-ZOul74-n8zqPWY7vCi-LN,109.2,"Plugable 13-in-1 USB C Docking Station Dual Monitor, 100W Charging, Dual 4K Displays 2X HDMI or 2X DisplayPort, Compatible with Mac, Windows, Thunderbolt 3/4, USB-C (5X USB, Ethernet, SD Card Reader",X003UIC2ER,2023-09-14T20:00:00-04:00,109.2,"{""sharedFormula"":""G258""}"
"amzn.gr.""USBC-6950U""-bhxbHkQotFo7FfQ--LN",54.82,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003FOS9D9,2023-08-31T20:00:00-04:00,54.82,"{""sharedFormula"":""G258""}"
amzn.gr.USB4-HUB3A-mn6Sch1NM8C19yf4AP-AC,0,"Plugable 5-in-1 Thunderbolt 4 Hub with 60W Charging, Single 8K or Dual 4K Display, Compatible with Thunderbolt 4/3 / USB4 Macs and Thunderbolt 4 / USB4 Windows (1x USB-C to HDMI Adapter)",X003KU59NV,2023-01-05T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USB3-HUB7C-DdZC_o2a3Xk2-OBH91-VG,0,Plugable 7-Port USB 3.0 Hub with 36W Power Adapter,X003NJ7C5H,2023-01-19T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900PDZ-KLJGO6WTgk5Rv7XuwD-GD,0,"Plugable Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003KS0FNH,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USB-EASY-TRAN-63KutUwM6KUOXcw-LN,6.68,"Plugable USB Transfer Cable, Unlimited Use, Transfer Data Between 2 Windows PC's, Compatible with Windows 11, 10, 7, XP, Bravura Easy Computer Sync Software Included",X003UX2LJ3,2023-09-28T20:00:00-04:00,6.68,"{""sharedFormula"":""G258""}"
amzn.gr.UD-CUBE-NMlBnuKk-IYeKBShTxalP-VG,39.71,"Plugable USB C Docking Station (HDMI, Ethernet, 3X USB Ports, No Driver Required)",X003BT8C8F,2023-08-31T20:00:00-04:00,39.71,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-6950U-Y9Hd9jNVPaE94Dhv-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003I2FNEL,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-6950UE-FdlgRNFyebGXlxLD0-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003BF3P9F,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900-pedx1GK82KLH9MOaCzZI3-AC,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports)",X003P3IPGL,2023-02-02T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900Z-NTkvhQECG-Q5yEd0x41v-VG,63.88,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003VBY863,2023-09-28T20:00:00-04:00,63.88,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-MD103-o3N1-6ENi8YMpSlK-GD,0,"Plugable USB C to HDMI Multiport Adapter, 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003FWLVHH,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900PDZ-Iv7cKhfAeQ8Bov5OAP-GD,0,"Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003U5L0WP,2023-05-25T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
TBT3-NVME2TB,298.18,Plugable 2TB Thunderbolt 3 External SSD NVMe Drive (Up to 2400MBs/1800MBs R/W),B07ZG4GXHB,2023-09-28T20:00:00-04:00,298.18,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-6950UE-JIMad2mz_OXMsozRH-AC,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003CB8DCH,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.USB-BT4LE-CBmpVgS2w_wy4y_P_7Z-VG,0,"Plugable USB Bluetooth 4.0 Low Energy Micro Adapter (Compatible with Windows 10, 8.1, 8, 7, Classic Bluetooth, Gamepad, and Stereo Headset Compatible)",X003AXCI0Z,2023-01-05T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-768PDZ-YBKO2QfV8Vmay_E4D9A-AC,0,"Plugable 13-in-1 USB-C Triple Monitor Docking Station with 100W Laptop Charging and 20W USB-C Charging - 3X HDMI Dock, Compatible with Windows, Mac with USB-C/Thunderbolt (Ethernet, 6X USB, SD Card)",X003TWI7B1,2023-07-13T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-6950H-xJgHQmoeQ3VFvGp15OD0-AC,0,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",X003BVR42X,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
USBC-PS-60W,21.11,"Plugable USB-C Chromebook Charger Replacement, 60W Type C Charger for Laptops, Compatible with USB-C Google Chromebooks Including Samsung, HP, Dell, Lenovo, Acer, Asus",B073R11GKV,2023-02-28T19:00:00-05:00,21.11,"{""sharedFormula"":""G258""}"
MDPM-HDMIF,0,"Plugable Mini DisplayPort (Thunderbolt 2) to HDMI Adapter - Driverless (Supports Mac, Windows, Linux, and 4K Displays up to 3840x2160@30Hz, Passive)",B01GW8I2BM,2023-09-21T20:00:00-04:00,,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-6950UE-O7jMR7PCEpUbvqjp3-AC,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X0038KZ5UP,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-ULTC4K-rf9hNSN1DEC0qlCrP2P-AC,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003KZEFFJ,2023-01-23T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UGA-DP-S-R-qk7AVt69DsjvB-S5MH-VG,0,"Plugable USB C to DisplayPort Adapter, Universal Video Graphics Adapter for USB 3.0 and USB-C Macs and Windows, Extend a DisplayPort Monitor up to 1080p@60Hz",X003PXUNE3,2023-08-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
"amzn.gr.""UD-6950H""-rJSg7Ci8BTDX9so_BS-LN",80.92,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports Black",X003K6FUI9,2023-08-31T20:00:00-04:00,80.92,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-E2500-t-dq3SaWpMTcNXjQ-VG,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB C/Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Compatible with Mac and Windows",X003FVZVJH,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
amzn.gr.UD-3900-ZCAZU6NUNn9ZZZyFqjJ-AC,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac (Dual Video: HDMI and DVI/VGA/HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003K5PAP3,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G258""}"
"amzn.gr.""UD-3900""-eza9xra2bWYfD1QeE_Q-VG",56.83,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) Black",X003GZSE1T,2023-08-31T20:00:00-04:00,56.83,"{""sharedFormula"":""G258""}"
amzn.gr.TBT4-HUB3C-nqPH06jC_qeKRkXVLT-LN,91.96,"Plugable Thunderbolt 4 Hub, 4-in-1 Pure USB-C Design, Includes USB-C to 4K HDMI Adapter, 60W Laptop Charging, Compatible with Mac and Windows and USB-C, Thunderbolt, and USB4 Devices, Driverless",X003VHS3L3,2023-08-31T20:00:00-04:00,91.96,"{""sharedFormula"":""G258""}"
amzn.gr.USBC-MD103-nlKWEaw7w655yhZ5Mv-VG,0,"Plugable USB C to HDMI Multiport Adapter, Driverless 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003WWI01Z,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G258""}"
"amzn.gr.""UD-3900H""-L3bV0wPzqCNQsPkgKz-LN",51.49,"Plugable USB 3.0 Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X003H0GHSP,2023-08-31T20:00:00-04:00,51.49,"{""sharedFormula"":""G258""}"
